CustomerID,idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
291622,28,Male,50,15,1,16,Premium,Quarterly,874.54,1,0
242432,55,Male,54,14,10,30,Basic,Quarterly,146.22,2,1
384469,48,Female,8,7,2,11,Premium,Quarterly,821.98,8,0
340907,45,Male,9,16,1,0,Basic,Quarterly,595.1,3,0
55317,57,Male,34,29,7,19,Basic,Quarterly,328.0,26,1
127980,65,Male,18,11,4,3,Basic,Quarterly,605.0,21,1
430837,47,Female,22,29,3,14,Basic,Annual,990.72,3,0
218780,22,Female,47,19,6,7,Standard,Quarterly,747.36,26,1
389208,47,Male,43,18,4,7,Premium,Annual,556.15,24,0
338342,47,Male,44,18,4,8,Basic,Annual,727.52,3,0
39807,60,Male,29,5,5,21,Standard,Annual,447.0,17,1
228845,25,Female,25,14,7,7,Premium,Quarterly,782.32,2,1
179714,46,Male,16,6,8,18,Standard,Annual,417.0,18,1
36813,20,Female,11,1,3,13,Basic,Annual,957.0,24,1
9468,28,Female,53,29,5,27,Basic,Annual,752.0,6,1
187732,57,Male,9,24,4,22,Premium,Quarterly,503.0,8,1
187928,43,Female,46,8,9,9,Basic,Quarterly,624.0,11,1
260837,48,Male,42,19,0,18,Standard,Quarterly,510.86,24,0
234562,54,Male,33,4,0,2,Premium,Monthly,212.11,9,1
290702,41,Male,12,12,3,20,Basic,Annual,542.18,9,0
65784,37,Male,50,7,6,0,Basic,Quarterly,477.0,18,1
328975,37,Male,52,20,1,11,Basic,Quarterly,919.61,29,0
445525,19,Female,19,28,0,20,Premium,Annual,869.32,2,0
409164,49,Male,26,1,4,20,Standard,Quarterly,952.92,29,0
92829,37,Female,12,17,5,19,Basic,Monthly,574.0,4,1
322171,42,Male,8,3,2,12,Premium,Annual,899.2,7,0
165028,65,Female,32,26,10,20,Premium,Quarterly,659.0,2,1
43289,20,Male,50,25,8,3,Standard,Annual,379.0,27,1
49590,28,Male,14,2,2,3,Premium,Quarterly,782.0,15,1
135435,27,Male,18,19,8,27,Basic,Annual,189.0,29,1
336531,34,Male,53,7,2,11,Basic,Quarterly,761.99,30,0
144507,44,Female,52,30,7,1,Basic,Monthly,736.0,30,1
18732,56,Male,52,6,5,7,Premium,Quarterly,503.0,10,1
66779,33,Female,4,14,4,13,Premium,Monthly,113.0,17,1
46355,26,Female,53,15,6,14,Premium,Annual,469.0,21,1
341248,29,Male,9,26,2,1,Standard,Annual,533.84,2,0
148326,35,Male,10,23,10,9,Basic,Quarterly,918.0,20,1
315550,46,Female,32,19,3,15,Premium,Quarterly,671.98,2,0
103472,32,Female,45,20,7,4,Premium,Annual,332.0,16,1
371846,34,Female,58,14,0,7,Standard,Quarterly,769.96,8,0
306121,27,Male,22,20,0,2,Basic,Quarterly,798.56,17,0
384800,22,Female,27,29,1,10,Premium,Annual,913.47,7,0
70827,65,Male,33,15,4,22,Basic,Monthly,699.0,27,1
402564,32,Male,55,13,2,19,Standard,Annual,924.97,26,0
270485,41,Male,30,9,2,4,Premium,Annual,652.44,1,0
217475,41,Male,1,14,7,13,Basic,Monthly,583.78,6,1
355254,34,Male,36,26,1,1,Basic,Annual,570.37,23,0
439434,38,Male,33,5,3,17,Standard,Annual,972.92,16,0
378306,46,Male,20,23,1,12,Standard,Annual,794.1,17,0
425538,33,Male,8,16,2,10,Premium,Annual,885.17,16,0
422160,45,Male,53,24,0,6,Basic,Quarterly,702.55,29,0
1641,19,Male,56,19,0,14,Premium,Annual,920.0,15,0
109049,21,Female,30,27,8,4,Basic,Monthly,600.0,13,1
31094,27,Female,52,7,5,3,Standard,Quarterly,721.0,16,1
351630,49,Male,19,15,3,6,Premium,Quarterly,618.36,27,0
315909,48,Male,59,20,0,4,Premium,Annual,684.0,20,0
288545,31,Female,50,15,2,6,Standard,Quarterly,898.23,8,0
101130,28,Male,60,9,3,22,Basic,Quarterly,159.0,7,1
160520,25,Female,40,12,0,27,Basic,Annual,467.0,4,1
185234,23,Female,58,4,9,29,Premium,Quarterly,734.0,9,1
44848,51,Female,35,24,6,9,Standard,Annual,872.0,22,1
183618,34,Female,31,13,6,20,Standard,Annual,167.0,4,1
391067,42,Male,45,15,3,18,Basic,Annual,698.32,11,0
241082,22,Female,54,16,1,25,Basic,Annual,318.33,1,1
395957,27,Female,21,25,2,9,Basic,Quarterly,937.27,7,0
78446,19,Male,10,8,8,17,Standard,Annual,343.0,7,1
370225,44,Male,38,22,4,7,Premium,Quarterly,730.39,16,0
366926,40,Female,13,18,3,18,Premium,Quarterly,827.32,7,0
261726,31,Female,8,13,0,12,Standard,Quarterly,779.81,6,0
61317,48,Female,24,17,0,21,Basic,Quarterly,832.0,13,1
175863,51,Male,4,28,2,12,Standard,Monthly,833.0,12,1
70119,30,Female,34,29,3,13,Standard,Monthly,417.0,30,1
152066,59,Male,38,14,8,13,Premium,Monthly,349.0,27,1
147490,49,Female,44,25,7,1,Basic,Monthly,596.0,25,1
77985,34,Female,42,4,3,24,Basic,Quarterly,193.0,7,1
446873,50,Male,13,13,5,6,Premium,Annual,636.92,1,0
146890,32,Female,32,23,4,15,Basic,Monthly,526.0,2,1
51292,54,Male,56,6,10,18,Premium,Quarterly,607.0,20,1
71657,65,Male,48,27,1,24,Premium,Quarterly,593.0,7,1
417340,49,Male,53,11,0,10,Premium,Quarterly,582.83,6,0
314774,33,Male,15,14,2,15,Standard,Annual,638.5,16,0
392222,29,Female,60,13,0,10,Premium,Quarterly,653.92,11,0
193046,45,Female,45,8,1,15,Premium,Annual,245.0,13,1
128663,52,Male,27,1,5,2,Basic,Monthly,632.0,14,1
126895,51,Female,34,5,4,2,Basic,Monthly,687.0,11,1
171649,29,Male,13,10,9,5,Standard,Quarterly,778.0,18,1
262735,44,Female,34,29,0,11,Premium,Annual,846.98,1,0
78792,36,Male,38,21,10,17,Standard,Quarterly,880.0,22,1
195630,19,Female,14,26,8,23,Premium,Monthly,755.0,26,1
376296,46,Male,33,12,0,18,Standard,Annual,854.69,21,0
66322,23,Female,58,10,5,19,Premium,Monthly,630.0,8,1
276963,20,Male,22,17,2,5,Premium,Quarterly,930.3,28,0
382496,45,Male,45,25,1,18,Standard,Quarterly,546.06,30,0
365305,45,Male,47,9,2,6,Premium,Quarterly,807.29,11,0
324046,38,Male,9,18,0,5,Standard,Quarterly,589.16,24,0
103752,25,Female,21,12,4,19,Basic,Annual,751.0,18,1
260936,27,Male,33,13,1,10,Standard,Quarterly,904.3,15,0
231941,35,Female,16,21,9,14,Basic,Quarterly,335.79,4,1
115663,29,Female,57,3,9,16,Standard,Monthly,650.0,22,1
112099,20,Female,46,21,3,15,Basic,Annual,757.0,11,1
247474,33,Male,54,14,3,23,Basic,Monthly,863.97,12,1
239349,20,Female,27,15,10,20,Basic,Quarterly,347.68,18,1
385757,42,Female,52,17,3,6,Standard,Quarterly,713.42,9,0
404924,28,Female,57,10,2,19,Premium,Annual,980.68,11,0
96739,63,Male,30,19,9,12,Standard,Annual,124.0,18,1
356415,27,Female,17,22,2,6,Standard,Quarterly,961.59,4,0
45343,25,Female,21,16,6,11,Premium,Monthly,701.0,4,1
286025,49,Male,53,10,1,7,Premium,Quarterly,706.95,5,0
271638,43,Female,32,27,0,20,Standard,Annual,947.08,8,0
232390,50,Male,54,1,8,4,Standard,Quarterly,145.12,17,1
411870,39,Male,56,9,2,12,Basic,Quarterly,516.33,18,0
267663,38,Female,57,2,3,12,Standard,Quarterly,503.85,1,0
105397,45,Male,24,28,3,8,Premium,Annual,500.0,17,1
168652,44,Female,24,11,2,10,Standard,Quarterly,773.0,19,1
107677,36,Male,19,7,6,19,Premium,Annual,828.0,7,1
393801,31,Female,29,21,1,15,Premium,Annual,689.59,9,0
220912,63,Male,30,6,9,2,Premium,Monthly,889.72,18,1
121519,51,Female,17,14,6,21,Standard,Quarterly,122.0,2,1
441792,29,Male,50,20,2,15,Basic,Quarterly,871.64,25,0
219972,36,Male,42,23,7,19,Standard,Monthly,832.48,6,1
21572,29,Male,14,17,0,20,Premium,Quarterly,165.0,15,1
375860,47,Male,38,17,1,2,Standard,Quarterly,776.87,27,0
236766,50,Male,59,10,5,21,Basic,Monthly,446.24,20,1
29082,19,Male,54,21,3,19,Basic,Annual,553.0,20,1
68933,30,Female,46,2,2,15,Standard,Quarterly,364.0,8,1
226601,60,Male,45,29,6,0,Premium,Quarterly,862.71,20,1
29746,34,Female,29,13,4,24,Premium,Quarterly,634.0,3,1
162565,33,Male,31,2,9,29,Basic,Quarterly,306.0,20,1
260849,48,Male,32,2,3,19,Standard,Quarterly,713.3,27,0
303963,22,Male,30,9,2,5,Premium,Quarterly,621.01,7,0
439071,40,Male,27,14,2,9,Premium,Quarterly,536.98,13,0
125027,54,Male,28,30,5,0,Standard,Monthly,470.0,27,1
142361,57,Male,6,19,1,10,Standard,Quarterly,792.0,26,1
340550,44,Male,36,28,0,1,Basic,Quarterly,587.53,17,0
258186,23,Male,58,15,6,10,Basic,Quarterly,717.07,12,1
115065,59,Male,52,23,8,24,Basic,Annual,999.0,30,1
230044,65,Female,32,8,8,7,Standard,Monthly,689.82,27,1
108710,38,Female,2,3,1,30,Premium,Annual,381.0,7,1
419463,45,Female,11,25,2,11,Premium,Quarterly,507.02,4,0
283716,47,Male,20,23,0,4,Standard,Quarterly,634.53,4,0
245948,50,Female,29,9,2,11,Premium,Annual,379.05,4,1
334072,30,Male,38,1,3,11,Premium,Quarterly,601.55,13,0
294155,41,Male,21,20,0,7,Standard,Quarterly,914.43,15,0
139926,56,Female,55,24,2,1,Premium,Annual,944.0,22,1
224707,35,Female,17,13,5,10,Premium,Annual,690.81,13,1
206553,64,Male,53,21,3,20,Standard,Annual,899.61,15,1
85579,53,Female,30,13,5,14,Premium,Annual,794.0,24,1
385769,34,Male,52,21,3,17,Standard,Annual,886.06,6,0
312035,38,Female,25,10,0,16,Premium,Annual,677.1,11,0
447049,18,Female,15,30,0,5,Standard,Quarterly,683.29,15,0
253876,47,Female,33,21,7,14,Standard,Annual,251.99,6,1
130048,34,Male,45,8,6,17,Premium,Monthly,663.0,17,1
94645,38,Male,38,14,8,25,Premium,Quarterly,518.0,1,1
172335,29,Male,35,30,3,30,Basic,Monthly,832.0,26,1
232516,62,Female,56,10,1,8,Premium,Monthly,517.78,9,1
165774,22,Male,8,16,7,19,Standard,Quarterly,344.0,6,1
414386,27,Male,41,25,1,14,Standard,Annual,999.15,22,0
380983,39,Female,16,10,1,4,Basic,Annual,870.76,5,0
356493,47,Female,43,15,2,16,Basic,Quarterly,968.49,3,0
256895,23,Female,35,8,10,22,Standard,Monthly,964.94,20,1
189849,28,Female,23,2,6,10,Standard,Monthly,459.0,19,1
367831,22,Male,59,4,0,11,Basic,Annual,870.07,20,0
3794,24,Male,40,8,1,28,Standard,Monthly,773.0,25,1
117582,28,Male,38,8,2,14,Premium,Monthly,557.0,6,1
189983,65,Female,11,9,6,2,Basic,Quarterly,293.0,24,1
56226,19,Male,14,21,10,27,Standard,Monthly,711.0,29,1
162683,51,Male,59,6,0,29,Basic,Annual,991.0,2,1
220761,60,Female,26,16,4,0,Basic,Quarterly,499.65,9,1
11681,38,Male,1,19,3,17,Basic,Monthly,993.0,22,1
152973,19,Male,59,26,3,25,Basic,Quarterly,167.0,27,1
269088,34,Female,39,16,0,4,Premium,Annual,697.56,14,0
88190,35,Male,28,5,6,29,Standard,Monthly,507.0,6,1
355479,43,Male,53,25,3,16,Basic,Annual,940.93,6,0
357446,37,Male,46,18,0,0,Standard,Annual,525.07,22,0
251522,18,Female,2,14,4,8,Basic,Monthly,345.96,18,1
347900,41,Female,8,21,3,6,Basic,Annual,850.8,15,0
350439,39,Female,59,14,2,13,Premium,Annual,994.26,6,0
354097,39,Female,52,18,2,3,Standard,Annual,847.66,14,0
315100,45,Male,22,11,2,2,Premium,Quarterly,518.89,9,0
22257,21,Female,1,16,6,22,Basic,Monthly,279.0,28,1
364263,23,Male,42,30,1,19,Basic,Quarterly,612.56,21,0
29442,21,Female,31,8,8,30,Premium,Quarterly,170.0,9,1
180291,48,Female,16,6,7,2,Premium,Monthly,242.0,27,1
71064,21,Female,53,4,7,9,Basic,Annual,877.0,22,1
1125,50,Male,51,30,1,26,Premium,Annual,631.0,22,1
123045,28,Female,38,28,9,4,Premium,Annual,443.0,5,1
421460,38,Male,3,1,3,17,Premium,Quarterly,910.59,4,0
155781,37,Female,21,3,9,8,Standard,Annual,306.0,25,1
394819,41,Male,44,24,4,14,Premium,Quarterly,901.02,21,0
185643,64,Male,54,12,7,21,Standard,Annual,121.0,2,1
25118,43,Female,55,21,3,21,Standard,Monthly,898.0,6,1
371026,33,Male,53,30,0,12,Standard,Quarterly,838.71,5,0
46585,34,Male,25,7,3,25,Premium,Annual,443.0,1,1
45804,41,Female,47,15,9,14,Premium,Annual,541.0,7,1
255098,45,Female,5,26,7,7,Standard,Monthly,196.64,18,1
180171,23,Female,58,18,8,15,Standard,Monthly,512.0,14,1
222201,48,Male,41,6,10,24,Standard,Annual,630.6,16,1
94661,40,Female,5,27,6,8,Premium,Monthly,135.0,7,1
51215,24,Female,20,23,10,5,Basic,Quarterly,858.0,28,1
297695,28,Female,36,12,1,11,Basic,Quarterly,947.55,9,0
408401,23,Female,32,8,2,4,Basic,Quarterly,869.01,6,0
41786,21,Male,48,2,3,24,Basic,Monthly,462.0,28,1
415899,30,Male,52,28,3,18,Basic,Quarterly,572.7,28,0
444646,31,Female,6,15,0,7,Standard,Quarterly,525.64,6,0
284186,33,Male,15,25,0,11,Basic,Annual,953.17,28,0
373582,22,Male,50,28,2,9,Basic,Quarterly,874.42,12,0
138771,39,Male,34,12,3,21,Standard,Annual,410.0,17,1
215433,38,Male,31,10,6,11,Premium,Monthly,527.2,15,1
433921,46,Male,21,28,4,19,Basic,Quarterly,729.02,14,0
7272,54,Female,60,26,5,8,Standard,Quarterly,725.0,28,1
210477,38,Male,1,8,4,9,Premium,Monthly,100.75,17,1
287113,19,Male,45,1,1,1,Standard,Annual,841.86,20,0
122497,35,Female,47,11,5,8,Premium,Monthly,901.0,6,1
18584,41,Male,1,16,5,17,Premium,Annual,542.0,5,1
315353,33,Male,42,27,0,18,Standard,Quarterly,778.76,27,0
330245,28,Male,22,15,1,15,Standard,Annual,787.43,10,0
404851,41,Male,27,19,3,1,Premium,Annual,544.19,11,0
118948,26,Female,33,14,7,23,Standard,Quarterly,458.0,14,1
420129,46,Male,45,18,3,10,Standard,Annual,864.43,26,0
44052,19,Male,19,21,2,21,Premium,Monthly,542.0,13,1
84086,20,Male,13,24,10,5,Basic,Quarterly,921.0,23,1
106494,18,Male,22,23,8,25,Basic,Annual,328.0,6,1
328328,24,Male,11,3,1,20,Premium,Quarterly,633.17,3,0
88450,57,Female,52,25,10,27,Standard,Monthly,639.0,28,1
84855,59,Female,32,15,3,18,Premium,Annual,895.0,6,1
435544,37,Female,56,19,3,12,Basic,Quarterly,763.46,7,0
415760,44,Male,13,24,4,15,Standard,Quarterly,923.62,14,0
41762,50,Female,20,29,1,19,Premium,Quarterly,167.0,13,1
384089,42,Female,29,20,0,12,Premium,Quarterly,730.45,5,0
254420,28,Female,19,17,7,8,Basic,Monthly,331.11,27,1
318233,27,Female,57,13,2,15,Basic,Quarterly,626.35,10,0
91810,65,Female,58,15,0,7,Basic,Annual,400.0,26,1
445996,47,Female,49,17,2,17,Basic,Annual,951.85,10,0
232023,29,Male,11,11,10,6,Basic,Annual,171.14,27,1
100856,51,Male,20,2,1,4,Standard,Annual,787.0,18,1
219397,50,Male,20,14,2,11,Standard,Quarterly,386.0,26,1
425689,31,Female,44,8,0,9,Basic,Quarterly,703.29,1,0
74244,54,Male,47,18,10,22,Basic,Quarterly,972.0,26,1
278292,31,Male,4,18,0,11,Premium,Quarterly,598.44,18,0
173519,37,Female,52,1,5,5,Basic,Monthly,390.0,1,1
398376,44,Male,25,5,2,13,Premium,Annual,778.02,11,0
186304,51,Female,20,16,10,19,Standard,Monthly,518.0,1,1
383575,48,Male,56,22,4,15,Standard,Quarterly,823.11,30,0
417014,50,Male,50,18,0,12,Basic,Quarterly,609.08,23,0
408225,49,Male,36,21,4,7,Premium,Quarterly,907.42,28,0
178903,56,Male,44,13,1,1,Standard,Quarterly,105.0,19,1
366577,42,Female,16,18,1,3,Standard,Annual,937.38,13,0
313221,20,Male,43,23,0,19,Premium,Annual,727.56,9,0
13132,41,Female,8,28,6,13,Basic,Quarterly,886.0,26,1
360597,34,Male,41,13,2,18,Basic,Annual,679.87,10,0
188229,48,Male,28,29,8,8,Basic,Annual,112.0,6,1
221480,33,Female,60,20,10,21,Standard,Annual,804.88,5,1
98005,61,Male,16,7,4,7,Standard,Annual,873.0,22,1
415462,20,Female,37,11,2,5,Standard,Quarterly,931.02,7,0
446198,31,Female,14,11,3,1,Basic,Annual,821.52,13,0
184854,42,Female,41,15,2,3,Basic,Quarterly,955.0,29,1
340553,20,Female,31,4,0,0,Standard,Quarterly,573.09,3,0
379688,41,Male,31,23,0,2,Basic,Annual,665.76,30,0
234254,43,Female,39,8,4,4,Standard,Monthly,483.69,9,1
5084,31,Female,35,21,5,26,Premium,Quarterly,764.0,15,1
122978,63,Female,58,15,8,16,Premium,Annual,867.0,14,1
178523,38,Female,59,1,7,9,Basic,Annual,925.0,11,1
339919,26,Male,44,26,2,9,Basic,Annual,786.65,13,0
327198,45,Male,53,15,1,20,Standard,Quarterly,914.92,23,0
190339,22,Female,26,9,5,0,Standard,Annual,778.0,11,1
392080,42,Male,55,15,0,8,Basic,Annual,735.72,15,0
112749,35,Female,37,6,5,29,Premium,Monthly,859.0,9,1
157874,19,Male,32,9,3,19,Basic,Annual,350.0,21,1
109099,48,Female,52,18,3,21,Standard,Annual,299.0,14,1
283527,18,Male,38,3,0,0,Standard,Annual,660.98,26,0
435989,42,Female,29,1,4,17,Premium,Annual,894.56,14,0
284038,50,Male,40,12,3,4,Premium,Annual,969.27,2,0
108470,18,Male,58,23,2,11,Basic,Monthly,507.0,13,1
232767,50,Male,1,15,5,27,Standard,Quarterly,208.83,21,1
385428,49,Male,11,21,3,4,Basic,Quarterly,802.8,28,0
75763,38,Male,4,13,10,30,Premium,Annual,128.0,19,1
368289,23,Male,53,3,1,7,Standard,Quarterly,808.01,12,0
290049,38,Male,32,30,2,17,Premium,Quarterly,504.49,9,0
287135,45,Female,36,29,1,7,Premium,Annual,683.71,1,0
71948,22,Male,48,3,2,5,Standard,Annual,253.0,27,1
118886,20,Female,30,4,7,19,Premium,Annual,171.0,8,1
137751,31,Female,52,20,8,27,Premium,Annual,998.0,20,1
85582,36,Male,44,21,5,27,Premium,Quarterly,201.0,28,1
406429,36,Female,19,26,1,4,Standard,Quarterly,727.28,8,0
438692,33,Male,7,24,2,19,Standard,Annual,863.41,14,0
42453,56,Female,60,16,4,0,Premium,Monthly,267.0,28,1
247462,22,Male,7,24,6,3,Basic,Monthly,849.02,2,1
305361,48,Male,50,18,2,0,Basic,Quarterly,600.69,17,0
42252,40,Male,20,22,3,30,Standard,Quarterly,620.0,15,1
48356,22,Female,45,15,7,1,Premium,Quarterly,455.0,25,1
399566,31,Female,24,20,1,12,Basic,Annual,512.1,15,0
232871,47,Male,28,17,9,27,Premium,Quarterly,629.56,12,1
309621,30,Female,29,11,1,9,Premium,Quarterly,811.14,14,0
279858,37,Female,23,26,3,10,Standard,Annual,517.37,1,0
179381,27,Female,25,13,4,29,Basic,Monthly,892.0,3,1
181865,41,Female,15,13,3,10,Basic,Quarterly,401.0,29,1
197069,42,Female,38,18,4,2,Premium,Monthly,485.0,19,1
279322,19,Female,15,28,1,12,Basic,Annual,905.27,12,0
258385,47,Female,12,26,8,18,Standard,Annual,502.9,20,1
312291,21,Male,51,28,1,0,Basic,Quarterly,985.05,1,0
60112,19,Female,44,25,4,11,Basic,Monthly,587.0,9,1
85568,44,Female,8,12,7,4,Standard,Quarterly,651.0,1,1
117979,51,Male,18,14,1,17,Premium,Annual,365.0,22,1
110905,40,Female,57,4,4,10,Premium,Annual,419.0,25,1
54060,19,Female,5,22,8,25,Basic,Annual,163.0,30,1
392693,21,Male,36,25,1,3,Basic,Annual,750.56,11,0
54268,57,Female,30,17,5,11,Standard,Annual,152.0,16,1
201773,42,Female,59,7,7,20,Standard,Annual,410.0,8,1
259136,45,Female,7,6,6,2,Basic,Annual,433.93,11,1
55123,28,Male,46,22,4,10,Basic,Monthly,980.0,17,1
348956,44,Male,18,14,2,15,Basic,Annual,857.86,13,0
412901,32,Female,54,9,3,13,Standard,Annual,759.54,3,0
16872,28,Male,16,25,10,2,Basic,Quarterly,443.0,21,1
185313,39,Male,52,29,5,21,Premium,Monthly,162.0,5,1
139763,23,Female,7,7,6,23,Premium,Quarterly,503.0,18,1
427445,36,Male,4,6,2,16,Standard,Annual,811.0,14,0
190728,50,Female,24,11,5,27,Standard,Annual,217.0,6,1
232937,61,Female,52,15,2,24,Standard,Annual,852.48,7,1
125615,48,Female,16,7,10,5,Standard,Annual,732.0,17,1
46950,25,Male,53,30,3,23,Basic,Annual,749.0,18,1
302616,41,Male,49,15,1,5,Premium,Annual,929.95,25,0
399476,47,Female,32,18,3,12,Premium,Quarterly,611.1,13,0
241372,30,Female,19,28,10,27,Premium,Monthly,125.53,23,1
118340,20,Male,30,14,6,2,Basic,Annual,500.0,6,1
338737,27,Male,36,10,2,19,Standard,Quarterly,545.85,25,0
259074,49,Female,41,7,0,0,Premium,Quarterly,255.04,16,1
253528,19,Female,20,13,0,19,Premium,Quarterly,372.77,7,1
398695,30,Male,27,11,3,8,Basic,Annual,777.62,11,0
342936,38,Female,7,14,0,12,Standard,Annual,744.44,4,0
236796,51,Female,7,22,10,28,Basic,Annual,905.56,28,1
411099,27,Male,54,13,2,19,Standard,Annual,969.91,23,0
357536,48,Male,27,4,0,13,Standard,Quarterly,960.28,26,0
359827,43,Male,26,10,0,10,Basic,Quarterly,831.97,24,0
155431,51,Female,24,11,1,19,Standard,Annual,866.0,29,1
6748,27,Male,7,8,2,17,Standard,Annual,386.0,4,1
377635,49,Male,54,20,3,8,Standard,Quarterly,875.79,16,0
47390,48,Male,20,23,2,26,Premium,Monthly,619.0,26,1
288116,33,Male,59,2,1,8,Basic,Annual,780.19,19,0
413042,20,Female,27,25,0,20,Basic,Quarterly,627.92,12,0
128718,45,Male,53,24,0,20,Premium,Quarterly,419.0,21,1
222704,39,Male,1,8,7,7,Standard,Annual,119.18,12,1
261243,50,Female,49,13,3,2,Basic,Quarterly,847.79,3,0
24485,43,Male,12,25,7,8,Premium,Quarterly,936.0,8,1
359406,46,Male,33,28,0,5,Premium,Quarterly,543.34,27,0
207440,19,Female,45,10,6,0,Premium,Quarterly,654.38,21,1
402314,30,Female,39,15,1,11,Premium,Quarterly,541.52,10,0
60342,41,Male,4,15,0,17,Basic,Annual,982.0,17,1
336633,42,Male,56,21,0,20,Premium,Quarterly,883.3,17,0
163545,33,Male,15,12,3,18,Standard,Quarterly,310.0,12,1
442855,46,Male,45,29,1,18,Basic,Quarterly,864.89,15,0
114491,30,Female,37,9,9,28,Standard,Annual,794.0,29,1
431878,36,Male,39,11,1,14,Premium,Annual,618.88,3,0
307563,36,Male,37,12,2,16,Basic,Quarterly,712.03,4,0
168470,26,Male,34,15,6,7,Standard,Quarterly,351.0,10,1
176285,27,Male,29,30,7,3,Standard,Annual,870.0,12,1
64062,57,Male,33,12,0,26,Premium,Quarterly,662.0,17,1
270277,45,Male,32,23,2,12,Premium,Annual,721.09,2,0
18865,55,Male,41,20,0,27,Premium,Annual,879.0,26,1
113585,44,Male,20,8,5,4,Standard,Quarterly,719.0,27,1
370312,18,Female,31,24,1,4,Standard,Annual,898.83,4,0
219514,45,Male,7,24,2,14,Basic,Monthly,939.66,12,1
411292,42,Female,43,5,1,13,Standard,Annual,766.37,5,0
129699,51,Male,19,5,8,3,Standard,Annual,303.0,2,1
35092,20,Male,34,23,6,16,Premium,Quarterly,249.0,21,1
161643,52,Female,28,2,0,8,Premium,Quarterly,975.0,10,1
279149,24,Female,27,25,2,12,Basic,Annual,866.53,1,0
286578,31,Male,47,29,3,12,Standard,Annual,660.73,1,0
384447,19,Male,10,7,0,13,Premium,Quarterly,682.33,28,0
428211,40,Female,41,17,0,15,Basic,Annual,572.13,7,0
68210,57,Female,40,16,1,6,Basic,Annual,768.0,11,1
111274,24,Female,41,25,1,1,Basic,Monthly,726.0,5,1
13479,31,Female,40,5,5,8,Premium,Monthly,666.0,3,1
234088,28,Male,40,27,5,17,Basic,Annual,709.85,13,1
114619,57,Male,18,26,0,8,Basic,Quarterly,453.0,26,1
292121,39,Male,57,28,1,20,Basic,Quarterly,951.98,5,0
346921,45,Male,22,27,0,19,Standard,Annual,908.12,1,0
174311,48,Female,3,14,3,18,Premium,Annual,885.0,20,1
92943,41,Male,31,16,3,9,Premium,Monthly,1000.0,27,1
369224,25,Male,10,8,1,7,Standard,Quarterly,544.04,2,0
212381,22,Female,46,20,5,19,Basic,Quarterly,560.74,15,1
241370,46,Female,42,30,5,21,Basic,Annual,840.93,1,1
408775,31,Female,32,29,0,7,Basic,Quarterly,506.93,15,0
372763,33,Male,54,23,0,0,Premium,Quarterly,596.44,7,0
124487,58,Female,59,15,1,16,Premium,Monthly,521.0,2,1
327580,47,Male,48,29,4,4,Basic,Annual,580.13,27,0
361814,28,Male,48,27,2,18,Basic,Quarterly,987.59,11,0
102487,33,Male,21,30,5,29,Premium,Quarterly,198.0,8,1
83359,21,Male,30,14,5,25,Basic,Monthly,278.0,17,1
53766,32,Female,30,7,3,2,Premium,Monthly,596.0,7,1
45411,23,Male,19,24,7,9,Premium,Quarterly,785.0,11,1
408209,41,Male,10,16,0,13,Standard,Quarterly,899.62,16,0
41517,21,Male,55,8,2,21,Premium,Annual,493.0,25,1
245874,52,Male,4,27,7,19,Standard,Annual,453.75,9,1
421104,35,Male,47,27,0,15,Basic,Quarterly,812.79,10,0
88281,39,Male,12,10,4,5,Premium,Monthly,604.0,20,1
314290,35,Female,30,5,3,4,Standard,Quarterly,724.44,7,0
207408,38,Male,4,24,5,9,Basic,Annual,196.47,30,1
38247,41,Male,4,29,0,23,Premium,Monthly,929.0,8,1
92987,34,Female,26,26,0,0,Standard,Monthly,934.0,15,1
211654,33,Male,15,2,6,15,Premium,Annual,987.44,7,1
110486,32,Male,8,27,1,2,Premium,Monthly,758.0,24,1
439819,49,Female,26,28,4,10,Premium,Quarterly,588.77,3,0
319845,31,Male,54,14,0,0,Premium,Annual,660.57,12,0
449997,26,Male,35,27,1,5,Standard,Quarterly,977.31,9,0
131620,56,Male,31,13,2,0,Standard,Annual,251.0,14,1
268339,33,Female,12,22,3,18,Premium,Quarterly,754.93,6,0
386102,37,Male,34,4,0,7,Premium,Quarterly,668.43,26,0
298591,47,Male,8,22,1,18,Standard,Quarterly,881.73,19,0
111150,24,Male,30,25,1,17,Standard,Annual,364.0,24,1
63280,32,Male,12,27,2,2,Premium,Monthly,121.0,30,1
296352,47,Male,26,24,0,10,Basic,Annual,754.82,15,0
401372,43,Female,43,24,0,9,Basic,Annual,570.95,4,0
21041,47,Male,34,6,1,1,Standard,Annual,485.0,29,1
132327,33,Female,6,16,6,4,Basic,Quarterly,731.0,9,1
234441,51,Male,57,19,8,7,Basic,Annual,485.86,7,1
171657,55,Male,1,22,7,22,Standard,Quarterly,347.0,21,1
1011,47,Male,24,9,8,23,Premium,Quarterly,204.0,25,1
60886,57,Female,10,22,5,5,Standard,Annual,331.0,6,1
226179,46,Male,47,26,1,28,Basic,Quarterly,171.92,24,1
383050,44,Male,21,30,3,7,Premium,Quarterly,764.03,12,0
5331,25,Male,53,5,3,3,Standard,Quarterly,942.0,30,1
